ICAO,IATA,DB ID,FlighStats API Name (Okay quality),OurAirports.com Name (Good quality),FlightAware API Name (bad quality),Marketing Name (OurAirports + our edits),City,Country,Country Code,Continent,Latitude,Longitude,Timezone,Flight Rank,Relevance,On Time Departures,On Time Departures Rank,Cancel %,No Flights,Airport Type,Elevation (ft),Website,Apple terminal maps? (63),Google terminal maps?,"If Gate known, replace any ""N/A"" Terminal with:"
MMCH,,cd2bc493-7db4-44b0-b5b6-915e1b915e84,Chilpancingo,Chilpancingo,Chilpancingo,Chilpancingo,Chilpancingo,Mexico,MX,North America,17.55,-99.5,America/Mexico_City,,1,,,,,,,,,,
MMGT,,6a915edb-6293-41a3-9958-f066304a52cf,Guanajuato,Guanajuato,Guanajuato,Guanajuato,Guanajuato,Mexico,MX,North America,20.906389,-101.341667,America/Mexico_City,,1,,,,,,,,,,
,MMN,463942ba-4663-43f4-a1c3-5536859f6601,Minute Man Airfield,Minute Man Airfield,Minute Man Airfield,Minute Man Airfield,Stow,United States,US,North America,42.461967,-71.51722,America/New_York,,1,,,,,,,,,,
MMPC,,59af7775-6867-4482-9814-2767df15b584,Pachuca,Pachuca,Pachuca,Pachuca,Pachuca,Mexico,MX,North America,20.136111,-98.783333,America/Mexico_City,,1,,,,,,,,,,
,MMR,73dc9efa-3a39-49f3-a821-899d4aa1c91c,Camp Maybry Army Heliport,Camp Maybry Army Heliport,Camp Maybry Army Heliport,Camp Maybry Army Heliport,Austin,United States,US,North America,30.324601,-97.761108,America/Chicago,,1,,,,,,,,,,
MMTX,,95320c93-86e6-4e55-8734-d4bf3604bc5b,Tuxpan,Tuxpan,Tuxpan,Tuxpan,Tuxpan,Mexico,MX,North America,19.583333,-103.383333,America/Mexico_City,,1,,,,,,,,,,
,MMW,5822ede6-13a1-4b91-a448-59244dc34982,Moma Airport,Moma Airport,Moma Airport,Moma Airport,Moma,Mozambique,MZ,Africa,-16.783333,39.066667,Africa/Maputo,,1,,,,,,,,,,
,MNA,73db6653-884f-4961-a325-2a61eb9e69a8,Melangguane Airport,Melangguane Airport,Melangguane Airport,Melangguane Airport,Melangguane,Indonesia,ID,Asia,4.006202,126.673257,Asia/Makassar,,1,,,,,,,,,,
MNBR,,db6290b1-9508-4a46-987d-7eb2be760d16,Los Brasiles,Los Brasiles,Los Brasiles,Los Brasiles,Los Brasiles,Nicaragua,NI,Central America,12.25,-86.383333,America/Managua,,1,,,,,,,,,,
,MND,8835c50e-9bce-4ef0-8d43-7d309e0b9c7d,Medina Airport,Medina Airport,Medina Airport,Medina Airport,Medina,Colombia,CO,South America,4.516667,-73.283333,America/Bogota,,1,,,,,,,,,,
,MNE,f9f89256-d16e-460e-b504-662dfe112488,Mungerannie Airport,Mungerannie Airport,Mungerannie Airport,Mungerannie Airport,Mungerannie,Australia,AU,Oceania,-28,138.6,Australia/Adelaide,,1,,,,,,,,,,
,MNI,52fcec33-0fe3-4036-b793-cd5b89737875,Bramble Airport,Bramble Airport,Bramble Airport,Bramble Airport,Montserrat,Montserrat,MS,Caribbean,16.75,-62.233333,America/Montserrat,,1,,,,,,,,,,
,MNK,995e9dcb-467c-451e-9d43-32b3701b1a0e,Maiana Airport,Maiana Airport,Maiana Airport,Maiana Airport,Maiana,Kiribati,KI,Oceania,1,173,Pacific/Tarawa,,1,,,,,,,,,,
,MNT,b79b64b4-a571-47aa-8fa7-2410f0dc3418,Minto Airport,Minto Airport,Minto Airport,Minto Airport,Minto,United States,US,North America,64.895,-149.170833,America/Anchorage,,1,,,,,,,,,,
,MNV,e9812fe7-35a4-452f-abbf-63822a201de2,Mountain Valley Airport,Mountain Valley Airport,Mountain Valley Airport,Mountain Valley Airport,Mountain Valley,Australia,AU,Oceania,-14.116667,133.833333,Australia/Darwin,,1,,,,,,,,,,
,MNW,293c8719-be3a-490f-a65a-2b50957250c9,Macdonald Downs Airport,Macdonald Downs Airport,Macdonald Downs Airport,Macdonald Downs Airport,Macdonald Downs,Australia,AU,Oceania,-22.45,135.216667,Australia/Darwin,,1,,,,,,,,,,
,MOH,fe060d5c-5979-4dbf-aa54-7fc63dedca57,Morowali Airport,Morowali Airport,Morowali Airport,Morowali Airport,Morowali,Indonesia,ID,Asia,-2.201897,121.662013,Asia/Makassar,,1,,,,,,,,,,
,MOI,dc6ec839-eb62-4de3-afb3-860ec580054f,Nukuroa Airport,Nukuroa Airport,Nukuroa Airport,Nukuroa Airport,Mitiaro Island,Cook Islands,CK,Oceania,-19.841659,-157.711215,Pacific/Rarotonga,,1,,,,,,,,,,
,MOJ,ef58f318-a15a-4676-94e0-035510eee73c,Moengo Airport,Moengo Airport,Moengo Airport,Moengo Airport,Moengo,Suriname,SR,South America,5.75,-54.333333,America/Paramaribo,,1,,,,,,,,,,
,MOK,1da0a86b-5a3c-4404-b7fb-8eee17e7e932,Mankono Airport,Mankono Airport,Mankono Airport,Mankono Airport,Mankono,Cote d'Ivoire,CI,Africa,8.016667,-6.15,Africa/Abidjan,,1,,,,,,,,,,
,MOS,fcff9e17-1424-42e7-9749-b2336d2329ef,Moses Point Intermediate Airport,Moses Point Intermediate Airport,Moses Point Intermediate Airport,Moses Point Intermediate Airport,Moses Point,United States,US,North America,64.695556,-162.043333,America/Anchorage,,1,,,,,,,,,,
,MOU,b82e9389-a6a1-4929-8187-af6c7c44c493,Mountain Village Airport,Mountain Village Airport,Mountain Village Airport,Mountain Village Airport,Mountain Village,United States,US,North America,62.089444,-163.716667,America/Anchorage,,1,,,,,,,,,,
,MOY,8d797bd0-bf5b-4478-9a34-3e3ddf9e746d,Monterrey Airport,Monterrey Airport,Monterrey Airport,Monterrey Airport,Monterrey,Colombia,CO,South America,4.884167,-72.895278,America/Bogota,,1,,,,,,,,,,
,MPB,07be9a37-c7ba-4059-9a4a-3b3b1e4b882a,Miami Sea Plane Base,Miami Sea Plane Base,Miami Sea Plane Base,Miami Sea Plane Base,Miami,United States,US,North America,25.783182,-80.176933,America/New_York,,1,,,,,,,,,,
,MPC,2fa3c182-6240-4b1f-affc-9260ada004bc,Muko-Muko Airport,Muko-Muko Airport,Muko-Muko Airport,Muko-Muko Airport,Muko-Muko,Indonesia,ID,Asia,-2.55,101.1,Asia/Jakarta,,1,,,,,,,,,,
,MPD,5a962be4-166e-4245-a0f1-65b9b35eb99e,Mirpur Khas Airport,Mirpur Khas Airport,Mirpur Khas Airport,Mirpur Khas Airport,Mirpur Khas,Pakistan,PK,Asia,25.65,69.033333,Asia/Karachi,,1,,,,,,,,,,
,MPE,8df16e24-c2a8-4ed9-8fdb-71e67feb6bf9,Madison Airport,Madison Airport,Madison Airport,Madison Airport,Madison,United States,US,North America,41.283333,-72.6,America/New_York,,1,,,,,,,,,,
,MPF,e50df50b-ba5f-4aa3-88f6-fc12063ec4b4,Mapoda Airport,Mapoda Airport,Mapoda Airport,Mapoda Airport,Mapoda,Papua New Guinea,PG,Asia,-7.966667,143.166667,Pacific/Port_Moresby,,1,,,,,,,,,,
,MPG,b0d867da-bed5-4b0f-807d-da80a50e4b7d,Makini Airport,Makini Airport,Makini Airport,Makini Airport,Makini,Papua New Guinea,PG,Asia,-6.533333,147.716667,Pacific/Port_Moresby,,1,,,,,,,,,,
,MPI,58a8afa9-d263-4c38-9d3f-e39be47be4a2,Mamitupo Airport,Mamitupo Airport,Mamitupo Airport,Mamitupo Airport,Mamitupo,Panama,PA,Central America,9.185017,-77.983266,America/Panama,,1,,,,,,,,,,
,MPP,7e694ee5-f5f7-43a5-8ddc-f382e062234f,Mulatupo Airport,Mulatupo Airport,Mulatupo Airport,Mulatupo Airport,Mulatupo,Panama,PA,Central America,9,-77.866667,America/Panama,,1,,,,,,,,,,
MPPC,,80e1d6bb-fa9d-4fb1-b87d-aa4e9b83a2dd,Panama City,Panama City,Panama City,Panama City,Panama City,Panama,PA,Central America,8.97001,-79.53007,America/Panama,,1,,,,,,,,,,
,MPQ,a73ceafd-2b0d-4ff9-9bbd-c7528c7ac3bb,Maan Airport,Maan Airport,Maan Airport,Maan Airport,Maan,Jordan,JO,Middle East,30.166667,35.766667,Asia/Amman,,1,,,,,,,,,,
MPSA,,85f19f45-8dfc-4560-bc04-d3f75cada6be,Santiago,Santiago,Santiago,Santiago,Santiago Panama,Panama,PA,Central America,8.113889,-81.055556,America/Panama,,1,,,,,,,,,,
,MPT,1c959df2-cd5d-472c-8cd8-7dc991424fa0,Maliana Airport,Maliana Airport,Maliana Airport,Maliana Airport,Maliana,Indonesia,ID,Asia,-8.066667,125.25,Asia/Jayapura,,1,,,,,,,,,,
,MPU,b6e8798d-3e51-4af4-855c-b68549ef9ebf,Mapua Airport,Mapua Airport,Mapua Airport,Mapua Airport,Mapua,Papua New Guinea,PG,Asia,-2.9,151.4,Pacific/Port_Moresby,,1,,,,,,,,,,
MPWN,,7c5e88bb-539f-43f0-98a3-bc945fbf17da,Wannukandi,Wannukandi,Wannukandi,Wannukandi,Wannukandi,Panama,PA,Central America,9.311111,-78.127778,America/Panama,,1,,,,,,,,,,
,MPX,f3eb5e28-624a-4a09-81a7-26211440a701,Miyanmin Airport,Miyanmin Airport,Miyanmin Airport,Miyanmin Airport,Miyanmin,Papua New Guinea,PG,Asia,-4.9,141.616667,Pacific/Port_Moresby,,1,,,,,,,,,,
,MPY,46797493-751f-49c2-a24c-9d0be02571f5,Maripasoula Airport,Maripasoula Airport,Maripasoula Airport,Maripasoula Airport,Maripasoula,French Guiana,GF,South America,3.666667,-54.033333,America/Cayenne,,1,,,,,,,,,,
,MQA,3dc286bf-8eb4-417d-b503-e08ceb0c100b,Mandora Airport,Mandora Airport,Mandora Airport,Mandora Airport,Mandora,Australia,AU,Oceania,-19.75,120.833333,Australia/Perth,,1,,,,,,,,,,
,MQE,1a907da7-012d-49c8-bd6c-43b27fd98759,Marqua Airport,Marqua Airport,Marqua Airport,Marqua Airport,Marqua,Australia,AU,Oceania,-22.816667,137.35,Australia/Darwin,,1,,,,,,,,,,
,MQG,0d31b394-c29f-4f03-849d-df890bcf7847,Midgard Airport,Midgard Airport,Midgard Airport,Midgard Airport,Midgard,Namibia,NA,Africa,-22.083333,17.366667,Africa/Windhoek,,1,,,,,,,,,,
SBTF,TFF,3f04dfca-b95a-4244-beb9-24b70e3e89ba,Tefé Airport,Tefé Airport,Tefe,Tefé ,Tefé,Brazil,BR,South America,-3.379786,-64.724217,America/Porto_Velho,,2,,,,,medium_airport,188,,,,
,MQI,f56b992b-e2fb-4679-a01f-b09be98da19e,Quincy Airport,Quincy Airport,Quincy Airport,Quincy Airport,Quincy,United States,US,North America,42.25,-71,America/New_York,,1,,,,,,,,,,
,MQO,d3c0ca54-e90d-4c0f-afac-1053ad23c072,Malam Airport,Malam Airport,Malam Airport,Malam Airport,Malam,Papua New Guinea,PG,Asia,-8.703889,142.651111,Pacific/Port_Moresby,,1,,,,,,,,,,
,MQP,9ba75fde-c91b-48c1-91a5-861e2858458f,Kruger Mpumalanga International Airport,Kruger Mpumalanga International Airport,Kruger Mpumalanga International Airport,Kruger Mpumalanga International Airport,Nelspruit,South Africa,ZA,Africa,-25.384946,31.098132,Africa/Johannesburg,,1,,,,,,,,,,
,MQR,2cbeb2cd-9881-45d7-8899-c2e7737341b9,Mosquera Airport,Mosquera Airport,Mosquera Airport,Mosquera Airport,Mosquera,Colombia,CO,South America,2.5,-78.416667,America/Bogota,,1,,,,,,,,,,
,MQS,87cc05dc-e6fa-4d3a-8909-9d78312d1a75,Mustique Airport,Mustique Airport,Mustique Airport,Mustique Airport,Mustique Island,Saint Vincent and the Grenadines,VC,Caribbean,12.888333,-61.181944,America/St_Vincent,,1,,,,,,,,,,
,MQV,73c136b0-c7ea-4023-9aeb-c217a045e535,Mostaganem Airport,Mostaganem Airport,Mostaganem Airport,Mostaganem Airport,Mostaganem,Algeria,DZ,Africa,35.9,0.083333,Africa/Algiers,,1,,,,,,,,,,
,MRA,3005e6ce-fa0b-47b8-a0e2-0cf43ee7e88e,Misurata Airport,Misurata Airport,Misurata Airport,Misurata Airport,Misurata,Libya,LY,Africa,32.4,15.066667,Africa/Tripoli,,1,,,,,,,,,,
MRCH,,f132876e-a3b2-4596-af02-3dbd302857b4,Chacarita,Chacarita,Chacarita,Chacarita,Chacarita,Costa Rica,CR,Central America,9.983333,-84.783333,America/Costa_Rica,,1,,,,,,,,,,
MRDO,,44954e4f-47fb-40e1-b3ff-0d033a4782b4,Dieciocho,Dieciocho,Dieciocho,Dieciocho,Dieciocho,Costa Rica,CR,Central America,8.9,-83.433333,America/Costa_Rica,,1,,,,,,,,,,
MREC,,7d809a0d-76c2-4956-b1a8-1d986e04682b,El Carmen,El Carmen,El Carmen,El Carmen,El Carmen,Costa Rica,CR,Central America,10.216667,-83.483333,America/Costa_Rica,,1,,,,,,,,,,
MRFS,,066a17c9-7caf-4c44-8686-566889d7b9ef,Finca 63,Finca 63,Finca 63,Finca 63,Finca 63,Costa Rica,CR,Central America,8.65,-83.066667,America/Costa_Rica,,1,,,,,,,,,,
,MRH,74d994e0-4392-48ee-881a-b67beefa58d3,May River Airport,May River Airport,May River Airport,May River Airport,May River,Papua New Guinea,PG,Asia,-8.466667,145.333333,Pacific/Port_Moresby,,1,,,,,,,,,,
,MRJ,30072441-ae90-4344-be22-0763a0cb2fc0,Marcala Airport,Marcala Airport,Marcala Airport,Marcala Airport,Marcala,Honduras,HN,Central America,14.163611,-88.033333,America/Tegucigalpa,,1,,,,,,,,,,
,MRL,cc54fcb0-8d4c-4cf9-b982-9b9ed32fc8ef,Miners Lake Airport,Miners Lake Airport,Miners Lake Airport,Miners Lake Airport,Miners Lake,Australia,AU,Oceania,-20.066667,145.583333,Australia/Brisbane,,1,,,,,,,,,,
MRLE,,1f4c6857-37c7-46ff-91f4-6c5fd3fae5f1,Laurel,Laurel,Laurel,Laurel,Laurel,Costa Rica,CR,Central America,8.433333,-82.9,America/Costa_Rica,,1,,,,,,,,,,
MRLF,,9c329cd9-bcf3-47d7-b88c-1333337eba7c,La Flor,La Flor,La Flor,La Flor,La Flor,Costa Rica,CR,Central America,10.65,-85.533333,America/Costa_Rica,,1,,,,,,,,,,
MRLT,,b83d9e57-0ca3-4dc8-8217-69aa184c3563,Las Trancas,Las Trancas,Las Trancas,Las Trancas,Las Trancas,Costa Rica,CR,Central America,10.566667,-85.6,America/Costa_Rica,,1,,,,,,,,,,
,MRM,6eb28221-695a-4330-a890-285d8985f43f,Manari Airport,Manari Airport,Manari Airport,Manari Airport,Manari,Papua New Guinea,PG,Asia,-9.166667,147.6,Pacific/Port_Moresby,,1,,,,,,,,,,
MRPA,,9c08db10-bc02-4018-8218-af260d3678aa,Palo Arco,Palo Arco,Palo Arco,Palo Arco,Palo Arco,Costa Rica,CR,Central America,9.85,-85.233333,America/Costa_Rica,,1,,,,,,,,,,
MRPV,,4288c12d-83f3-44b4-aa3a-68e250b9c603,Tobias Bolanos International,Tobias Bolanos International,Tobias Bolanos International,Tobias Bolanos International,Pavas,Costa Rica,CR,Central America,10.022222,-84.227778,America/Costa_Rica,,1,,,,,,,,,,
MRSA,,eafb8d8b-bbd3-4abc-b6a7-ee42ea3df2bc,San Alberto,San Alberto,San Alberto,San Alberto,San Alberto,Costa Rica,CR,Central America,10.133333,-83.483333,America/Costa_Rica,,1,,,,,,,,,,
MRSG,,254c758f-69fa-496e-af48-afb35a4a7881,Santa Clara De Guapiles,Santa Clara De Guapiles,Santa Clara De Guapiles,Santa Clara De Guapiles,Santa Clara De Guapiles,Costa Rica,CR,Central America,10.283333,-83.716667,America/Costa_Rica,,1,,,,,,,,,,
MRSL,,c84515a0-dfec-40a4-8c96-d1160d058ff0,Salama,Salama,Salama,Salama,Salama  Costa Rica,Costa Rica,CR,Central America,8.833333,-83.25,America/Costa_Rica,,1,,,,,,,,,,
MRSO,,0aaa61bd-6c70-4d7b-bc26-3b49d0f43cd2,Santa Maria De Guacimo,Santa Maria De Guacimo,Santa Maria De Guacimo,Santa Maria De Guacimo,Santa Maria De Guacimo,Costa Rica,CR,Central America,10.266667,-83.616667,America/Costa_Rica,,1,,,,,,,,,,
,MRT,6e41ecf7-5200-4b6f-adcf-7c1abd9d917b,Moroak Airport,Moroak Airport,Moroak Airport,Moroak Airport,Moroak,Australia,AU,Oceania,-14.483333,133.416667,Australia/Darwin,,1,,,,,,,,,,
,MSD,6c61d4bc-598a-4c34-82f8-c2c255f00ab6,Mt. Pleasant Airport,Mt. Pleasant Airport,Mt. Pleasant Airport,Mt. Pleasant Airport,Mount Pleasant,United States,US,North America,39.524722,-111.474444,America/Denver,,1,,,,,,,,,,
,MSF,a2026824-b7f2-4942-b4e2-7a6a5eecd8c2,Mount Swan Airport,Mount Swan Airport,Mount Swan Airport,Mount Swan Airport,Mount Swan,Australia,AU,Oceania,-22.516667,135,Australia/Darwin,,1,,,,,,,,,,
,MSG,af2a0a13-dc2c-4402-94d8-2ba559b74065,Matsaile Airport,Matsaile Airport,Matsaile Airport,Matsaile Airport,Matsaile,Lesotho,LS,Africa,-29.733333,28.75,Africa/Maseru,,1,,,,,,,,,,
,MSI,e307c5bb-5eca-46d4-98f9-977a4bbdb2d2,Masalembo Airport,Masalembo Airport,Masalembo Airport,Masalembo Airport,Masalembo,Indonesia,ID,Asia,-5.583333,114.433333,Asia/Jakarta,,1,,,,,,,,,,
,MSK,4718d30b-7bd4-40df-94de-ecd02789809b,Mastic Point Airport,Mastic Point Airport,Mastic Point Airport,Mastic Point Airport,Mastic Point,Bahamas,BS,Caribbean,25.033333,-78,America/Nassau,,1,,,,,,,,,,
,MTD,90fabb7d-e725-43e9-8592-9552625d285b,Mount Sanford Airport,Mount Sanford Airport,Mount Sanford Airport,Mount Sanford Airport,Mount Sanford,Australia,AU,Oceania,-17,130.566667,Australia/Darwin,,1,,,,,,,,,,
SNTO,TFL,9c2f2d93-1576-45fe-bbde-cf77f1e00a65,Teofilo Otoni Airport,Teofilo Otoni Airport,Teofilo Otoni Airport,Teofilo Otoni Airport,Teófilo Otoni,Brazil,BR,South America,-17.85,-41.5,America/Sao_Paulo,,1,,,,,,,,,,
,MTI,4fe87a2a-e1e9-481d-92e4-ab493bce8473,Mosteiros Airport,Mosteiros Airport,Mosteiros Airport,Mosteiros Airport,Mosteiros,Cape Verde,CV,Africa,15,-24.433333,Atlantic/Cape_Verde,,1,,,,,,,,,,
,MTK,b009b034-976e-46fa-bab2-2342483066b8,Makin Island Airport,Makin Island Airport,Makin Island Airport,Makin Island Airport,Makin Island,Kiribati,KI,Oceania,3,174,Pacific/Tarawa,,1,,,,,,,,,,
,MTM,e51db298-50e8-4050-9b8c-f5f449c6ddbd,Metlakatla Sea Plane Base,Metlakatla Sea Plane Base,Metlakatla Sea Plane Base,Metlakatla Sea Plane Base,Metlakatla,United States,US,North America,55.131522,-131.578047,America/Anchorage,,1,,,,,,,,,,
,MTU,c4ff0b4a-3a66-4dcd-b46d-3421e4f3173e,Montepuez Airport,Montepuez Airport,Montepuez Airport,Montepuez Airport,Montepuez,Mozambique,MZ,Africa,-13.133333,38.983333,Africa/Maputo,,1,,,,,,,,,,
,MTX,c77b9a80-367d-464f-87a5-55fc93a3eb47,Metro Field,Metro Field,Metro Field,Metro Field,Fairbanks,United States,US,North America,64.807197,-147.760097,America/Anchorage,,1,,,,,,,,,,
,MTZ,cad3eeea-4d00-4dce-8770-a060572d5c8e,Masada Airport,Masada Airport,Masada Airport,Masada Airport,Masada,Israel,IL,Middle East,33.233333,35.75,Asia/Jerusalem,,1,,,,,,,,,,
,MUD,9cc54c47-ac3e-4e9e-833f-9991f81c9c0c,Mueda Airport,Mueda Airport,Mueda Airport,Mueda Airport,Mueda,Mozambique,MZ,Africa,-11.666667,39.516667,Africa/Maputo,,1,,,,,,,,,,
,MUF,4cb625e1-a7e1-421e-a364-375b6a9de26a,Muting Airport,Muting Airport,Muting Airport,Muting Airport,Muting,Indonesia,ID,Asia,-7.5,140.333333,Asia/Jayapura,,1,,,,,,,,,,
,MUG,2c6f2698-19ae-49fb-a84d-87b41995f4b6,Mulege Airport,Mulege Airport,Mulege Airport,Mulege Airport,Mulege,Mexico,MX,North America,26.916667,-111.983333,America/Mazatlan,,1,,,,,,,,,,
,MUJ,00aa5195-120c-44d2-9294-ad9561403b31,Mui Airport,Mui Airport,Mui Airport,Mui Airport,Mui,Ethiopia,ET,Africa,6.333333,35,Africa/Addis_Ababa,,1,,,,,,,,,,
,MUM,8ccd1da2-2f23-46d0-b92e-172ba223462e,Mumias Airport,Mumias Airport,Mumias Airport,Mumias Airport,Mumias,Kenya,KE,Africa,0.333333,34.483333,Africa/Nairobi,,1,,,,,,,,,,
,MUP,c4f551da-384f-4530-b945-93856080fd43,Mulga Park Airport,Mulga Park Airport,Mulga Park Airport,Mulga Park Airport,Mulga Park,Australia,AU,Oceania,-31.133333,141.05,Australia/Darwin,,1,,,,,,,,,,
,MUQ,a08b81b4-93b6-41a7-afb3-a6f4bca81202,Muccan Airport,Muccan Airport,Muccan Airport,Muccan Airport,Muccan,Australia,AU,Oceania,-20.666667,120,Australia/Perth,,1,,,,,,,,,,
MUTD,,349e8b32-79c7-4330-af76-5e6609876e8d,Alberto Delgado,Alberto Delgado,Alberto Delgado,Alberto Delgado,Trinidad,Cuba,CU,Caribbean,21.852778,-80.094444,America/Havana,,1,,,,,,,,,,
,MUV,76e84d79-9003-4f7a-b3c0-2a382f3de11f,Mustin Airfield,Mustin Airfield,Mustin Airfield,Mustin Airfield,Philadelphia,United States,US,North America,39.891349,-75.162238,America/New_York,,1,,,,,,,,,,
,MVA,c98887f3-725b-4c0f-b3bf-b853240781e2,Reykiahlid Airport,Reykiahlid Airport,Reykiahlid Airport,Reykiahlid Airport,Myvatn,Iceland,IS,Europe,65.616667,-16.966667,Atlantic/Reykjavik,,1,,,,,,,,,,
,MVG,247a9f32-41c7-45c1-944a-5ac900078cf7,Mevang Airport,Mevang Airport,Mevang Airport,Mevang Airport,Mevang,Gabon,GA,Africa,0.116667,11.083333,Africa/Libreville,,1,,,,,,,,,,
,MVH,cb0330fb-0991-4554-9955-2af03370e19b,Macksville Airport,Macksville Airport,Macksville Airport,Macksville Airport,Macksville,Australia,AU,Oceania,-30.75,152.9,Australia/Sydney,,1,,,,,,,,,,
,MVI,6af4f3d8-0fc7-448b-a01d-5d99ff5f30d7,Manetai Airport,Manetai Airport,Manetai Airport,Manetai Airport,Manetai,Papua New Guinea,PG,Asia,-6,155.333333,Pacific/Bougainville,,1,,,,,,,,,,
,MVJ,4a742503-4838-4b2e-a90e-2fdc38e399b7,Marlboro Airport,Marlboro Airport,Marlboro Airport,Marlboro Airport,Mandeville,Jamaica,JM,Caribbean,18.021667,-77.495278,America/Jamaica,,1,,,,,,,,,,
,MVK,11e77362-17eb-4956-a3cf-4b74f583d476,Mulka Airport,Mulka Airport,Mulka Airport,Mulka Airport,Mulka,Australia,AU,Oceania,-27.25,138,Australia/Adelaide,,1,,,,,,,,,,
,MVM,78574203-097d-448c-a8da-f6992623c006,Monument Valley Airport,Monument Valley Airport,Monument Valley Airport,Monument Valley Airport,Kayenta,United States,US,North America,36.702778,-110.233333,America/Phoenix,,1,,,,,,,,,,
SWTS,TGQ,f54f4f32-3273-45d9-92c1-0d63fabeb2e2,Tangara Da Serra Airport,Tangara Da Serra Airport,Tangara Da Serra Airport,Tangara Da Serra Airport,Tangará da Serra,Brazil,BR,South America,-14.656389,-57.448611,America/Campo_Grande,,1,,,,,,,,,,
,MVU,1f916824-e7b5-4217-8cd0-f429da2f0f40,Musgrave Airport,Musgrave Airport,Musgrave Airport,Musgrave Airport,Musgrave,Australia,AU,Oceania,-14.166667,143.683333,Australia/Brisbane,,1,,,,,,,,,,
,MWD,1ecf3104-68fe-4f8e-a473-c0c9332c3cf8,Mianwali Airport,Mianwali Airport,Mianwali Airport,Mianwali Airport,Mianwali,Pakistan,PK,Asia,32.55,71.55,Asia/Karachi,,1,,,,,,,,,,
,MWG,ed4e124f-bf2c-4c86-95a1-e39581a302e9,Marawaka Airport,Marawaka Airport,Marawaka Airport,Marawaka Airport,Marawaka,Papua New Guinea,PG,Asia,-6.133333,146.133333,Pacific/Port_Moresby,,1,,,,,,,,,,
,MWI,ed150116-1b27-4bf4-abdb-6ebf91e812d7,Maramoni Airport,Maramoni Airport,Maramoni Airport,Maramoni Airport,Maramoni,Papua New Guinea,PG,Asia,-5.15,143.483333,Pacific/Port_Moresby,,1,,,,,,,,,,
,MWJ,2c4620ff-83bc-4c77-bf29-b2234a296d83,Matthews Ridge Airport,Matthews Ridge Airport,Matthews Ridge Airport,Matthews Ridge Airport,Matthews Ridge,Guyana,GY,South America,6.55,-59.9,America/Guyana,,1,,,,,,,,,,
,MWP,6c17a48e-d25b-40d1-8e69-984ed8d38a0e,Mountain Airport,Mountain Airport,Mountain Airport,Mountain Airport,Mountain,Nepal,NP,Asia,28,85.333333,Asia/Kathmandu,,1,,,,,,,,,,
,MWS,4835523e-5b9d-486c-8de7-356df4cff8f9,Mount Wilson Airport,Mount Wilson Airport,Mount Wilson Airport,Mount Wilson Airport,Mount Wilson,United States,US,North America,34.216667,-118.066667,America/Los_Angeles,,1,,,,,,,,,,
,MWT,63f49dff-2203-465e-b451-8e3be87db065,Moolawatana Airport,Moolawatana Airport,Moolawatana Airport,Moolawatana Airport,Moolawatana,Australia,AU,Oceania,-28.5,138,Australia/Adelaide,,1,,,,,,,,,,
,MWU,917cb80a-357d-4818-ac4f-4d6b14eca6a6,Mussau Airport,Mussau Airport,Mussau Airport,Mussau Airport,Mussau,Papua New Guinea,PG,Asia,-1.5,149.666667,Pacific/Port_Moresby,,1,,,,,,,,,,
,MWV,bdc3bc72-0457-40d4-851a-276a11c22151,Mundulkiri Airport,Mundulkiri Airport,Mundulkiri Airport,Mundulkiri Airport,Mundulkiri,Cambodia,KH,Asia,12.460556,107.190833,Asia/Phnom_Penh,,1,,,,,,,,,,
,MWW,391aa2eb-2ade-4b0b-85cc-473f1209e708,Mouscron Airport,Mouscron Airport,Mouscron Airport,Mouscron Airport,Mouscron,Belgium,BE,Europe,50.733333,3.2,Europe/Brussels,,1,,,,,,,,,,
,MWY,075018f1-3b4b-4c3f-9bbc-11af379f9157,Miranda Downs Airport,Miranda Downs Airport,Miranda Downs Airport,Miranda Downs Airport,Miranda Downs,Australia,AU,Oceania,-25.783333,141.516667,Australia/Brisbane,,1,,,,,,,,,,
,MXB,8040f4b1-6d5c-45e5-808c-b12aa8fca870,Andi Jemma Airport,Andi Jemma Airport,Andi Jemma Airport,Andi Jemma Airport,Masamba,Indonesia,ID,Asia,-2.556864,120.326997,Asia/Jayapura,,1,,,,,,,,,,
,MXC,ab052227-188b-4409-bf74-92492aa314d1,San Juan County Airport,San Juan County Airport,San Juan County Airport,San Juan County Airport,Monticello,United States,US,North America,37.883333,-109.366667,America/Denver,,1,,,,,,,,,,
,MXD,fde63845-35a2-4705-8099-1ce10a7605db,Marion Downs Airport,Marion Downs Airport,Marion Downs Airport,Marion Downs Airport,Marion Downs,Australia,AU,Oceania,-23.333333,139.6,Australia/Brisbane,,1,,,,,,,,,,
,MXG,ab44b167-9f3d-4ba9-826e-39dcd571a955,Marlborough Airport,Marlborough Airport,Marlborough Airport,Marlborough Airport,Marlborough,United States,US,North America,42.333333,-71.55,America/New_York,,1,,,,,,,,,,
,MXH,d41d8bb6-1fa5-43c0-ab82-36e15e2da5dd,Moro Airport,Moro Airport,Moro Airport,Moro Airport,Moro,Papua New Guinea,PG,Asia,-6.3525,143.250556,Pacific/Port_Moresby,,1,,,,,,,,,,
